"AG
Code",AG Code Description,"Main A/c
Code",Main Account Code Description,"Existing
Account
Codes","Erstwhile Specific Account Code
Description",GL Code,GL Description on ERP
14,Capital work -in Progress Accounts,,CWIP-Other Lines,New,,1451902000,CWIP-Other Lines-Building
14,Capital work -in Progress Accounts,,CWIP-Other Lines,New,,1451903000,CWIP-Other Lines-Hydraulic Works
14,Capital work -in Progress Accounts,,CWIP-Other Lines,New,,1451904000,CWIP-Other Lines-Other Civil Works
14,Capital work -in Progress Accounts,,CWIP-Other Lines,New,,1451905000,CWIP-Other Lines-Plant & machinery
14,Capital work -in Progress Accounts,,CWIP-Other Lines,New,,1451906000,"CWIP-Other Lines- Lines, Cables & Networks etc."
14,Capital work -in Progress Accounts,,CWIP-Other Lines,New,,1451907000,CWIP-Other Lines-Vehicle
14,Capital work -in Progress Accounts,,CWIP-Other Lines,New,,1451908000,CWIP-Other Lines-Furnt & Fixt
14,Capital work -in Progress Accounts,,CWIP-Other Lines,New,,1451909000,CWIP-Other Lines-Office Equipment
14,Capital work -in Progress Accounts,,CWIP-800KV SubStation,New,,1452101000,CWIP-800KV SubStation-Land
14,Capital work -in Progress Accounts,,CWIP-800KV SubStation,New,,1452102000,CWIP-800KV SubStation-Building
14,Capital work -in Progress Accounts,,CWIP-800KV SubStation,New,,1452103000,CWIP-800KV SubStation-Hydraulic Works
14,Capital work -in Progress Accounts,,CWIP-800KV SubStation,New,,1452104000,CWIP-800KV SubStation-Other Civil Works
14,Capital work -in Progress Accounts,,CWIP-800KV SubStation,New,,1452105000,CWIP-800KV SubStation-Plant & machinery
14,Capital work -in Progress Accounts,,CWIP-800KV SubStation,New,,1452106000,"CWIP-800KV SubStation- Lines, Cables & Networks et"
14,Capital work -in Progress Accounts,,CWIP-800KV SubStation,New,,1452107000,CWIP-800KV S/S-Vehicle
14,Capital work -in Progress Accounts,,CWIP-800KV SubStation,New,,1452108000,CWIP-800KV S/S-Furnt & Fixt
14,Capital work -in Progress Accounts,,CWIP-800KV SubStation,New,,1452109000,CWIP-800KV S/S-Office Equipment
14,Capital work -in Progress Accounts,,CWIP-765KV SubStation,New,,1452201000,CWIP-765KV SubStation-Land
14,Capital work -in Progress Accounts,,CWIP-765KV SubStation,New,,1452202000,CWIP-765KV SubStation-Building
14,Capital work -in Progress Accounts,,CWIP-765KV SubStation,New,,1452203000,CWIP-765KV SubStation-Hydraulic Works
14,Capital work -in Progress Accounts,,CWIP-765KV SubStation,New,,1452204000,CWIP-765KV SubStation-Other Civil Work
14,Capital work -in Progress Accounts,,CWIP-765KV SubStation,New,,1452205000,CWIP-765KV SubStation-Plant & machinery
14,Capital work -in Progress Accounts,,CWIP-765KV SubStation,New,,1452206000,"CWIP-765KV SubStation- Lines,Cables & Networks et"
14,Capital work -in Progress Accounts,,CWIP-765KV SubStation,New,,1452207000,CWIP-765KV S/S-Vehicle
14,Capital work -in Progress Accounts,,CWIP-765KV SubStation,New,,1452208000,CWIP-765KV S/S-Furnt & Fixt
14,Capital work -in Progress Accounts,,CWIP-765KV SubStation,New,,1452209000,CWIP-765KV S/S-Office Equipment
14,Capital work -in Progress Accounts,,CWIP-400KV SubStation,New,,1452301000,CWIP-400KV SubStation-Land
14,Capital work -in Progress Accounts,,CWIP-400KV SubStation,New,,1452302000,CWIP-400KV SubStation-Building
14,Capital work -in Progress Accounts,,CWIP-400KV SubStation,New,,1452303000,CWIP-400KV SubStation-Hydraulic Works
14,Capital work -in Progress Accounts,,CWIP-400KV SubStation,New,,1452304000,CWIP-400KV SubStation-Other Civil Works
14,Capital work -in Progress Accounts,,CWIP-400KV SubStation,New,,1452305000,CWIP-400KV SubStation-Plant & machinery
14,Capital work -in Progress Accounts,,CWIP-400KV SubStation,New,,1452306000,"CWIP-400KV SubStation- Lines,Cables & Networks etc"
14,Capital work -in Progress Accounts,,CWIP-400KV SubStation,New,,1452307000,CWIP-400KV S/S-Vehicle
14,Capital work -in Progress Accounts,,CWIP-400KV SubStation,New,,1452308000,CWIP-400KV S/S-Furnt & Fixt
14,Capital work -in Progress Accounts,,CWIP-400KV SubStation,New,,1452309000,CWIP-400KV S/S-Office Equipment
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452401000,CWIP-220 KV Substations-Land
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452402000,CWIP-220 KV Substations-Building
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452403000,CWIP-220 KV Substations- Hydraulic Works
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452404000,CWIP-220 KV Substations-Other Civil Works
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452404001,CWIP-220 KV Substations-Other Civil Works GL
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452405000,CWIP-220 KV Substations-Plant & machinery
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452405001,CWIP-220 KV Substations-Plant & machinery GL
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452406000,"CWIP-220 KV Substations-Lines, Cables & Network"
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452407000,CWIP-220KV S/S-Vehicle
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452408000,CWIP-220KV S/S-Furnt & Fixt
14,Capital work -in Progress Accounts,,CWIP-220KV SubStation,New,,1452409000,CWIP-220KV S/S-Office Equipment
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452501000,CWIP-132KV SubStation-Land
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452502000,CWIP-132KV SubStation-Building
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452503000,CWIP-132KV SubStation-Hydraulic Works
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452504000,CWIP-132KV SubStation-Other Civil Works
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452504001,CWIP-132KV SubStation-Other Civil Works GL
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452505000,CWIP-132KV SubStation-Plant & machinery
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452505001,CWIP-132KV SubStation-Plant & machinery GL
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452506000,"CWIP-132KV SubStation-Lines, Cables & Networks etc"
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452507000,CWIP-132KV-S/SVehicle
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452508000,CWIP-132KV S/S-Furnt & Fixt
14,Capital work -in Progress Accounts,,CWIP-132KV SubStation,New,,1452509000,CWIP-132KV S/S-Office Equipment
14,Capital work -in Progress Accounts,,CWIP-APTS 400KV SubStation,New,,1452601000,CWIP-APTS 400KV S/S-Land
14,Capital work -in Progress Accounts,,CWIP-APTS 400KV SubStation,New,,1452602000,CWIP-APTS 400KV S/S-Building
14,Capital work -in Progress Accounts,,CWIP-APTS 400KV SubStation,New,,1452603000,CWIP-APTS 400KV S/S-Hydrulic Wrks
14,Capital work -in Progress Accounts,,CWIP-APTS 400KV SubStation,New,,1452604000,CWIP-APTS 400KV S/S-Civil Works
14,Capital work -in Progress Accounts,,CWIP-APTS 400KV SubStation,New,,1452605000,CWIP-APTS 400KV S/S-P&M
14,Capital work -in Progress Accounts,,CWIP-APTS 400KV SubStation,New,,1452606000,CWIP-APTS 400KV S/S-Line Cbl&Ntwk
14,Capital work -in Progress Accounts,,CWIP-APTS 400KV SubStation,New,,1452607000,CWIP-APTS 400KV S/S-Vehicle
14,Capital work -in Progress Accounts,,CWIP-APTS 400KV SubStation,New,,1452608000,CWIP-APTS 400KV S/S-Furnt & Fixt
14,Capital work -in Progress Accounts,,CWIP-APTS 400KV SubStation,New,,1452609000,CWIP-APTS 400KV S/S-Ofice Equpmnt
14,Capital work -in Progress Accounts,,CWIP-Intangible Assets,New,,1458100000,CWIP-Intangible AUC(Volt Class NA)
14,Capital work -in Progress Accounts,,CWIP-66KV Works,New,,1459100000,CWIP-66KV Works-All Profiles
14,Capital work -in Progress Accounts,,CWIP-33KV Works,New,,1459200000,CWIP-33KV Works-All Profiles
14,Capital work -in Progress Accounts,,CWIP-Others,New,,1459800000,CWIP-Others-not classified above
14,Capital work -in Progress Accounts,,CWIP-Provision for Loss,New,,1459900000,Prov. on acc of CWIP loss(Due to abndmnt or othrw)
14,Capital work -in Progress Accounts,,CWIP-PSDF,New,,1487100000,CWIP - Capacitor Bank (PSDF Funded)
14,Capital work -in Progress Accounts,,CWIP-PSDF,New,,1487200000,CWIP - Renovation & Upgradation (PSDF Funded)
14,Capital work -in Progress Accounts,,CWIP-PSDF,New,,1487300000,CWIP - HTLS Conductor (PSDF Funded)
14,Capital work -in Progress Accounts,,CWIP-PSDF,New,,1487400000,CWIP-PSDF-IORC & DAS FOR OFC
14,Capital work -in Progress Accounts,,CWIP-SAMAST,New,,1487500000,CWIP-PSDF-IMPLEMENTATION FOR SAMAST
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491601000,CWIP-Other-Land
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491602000,CWIP-Other-Building
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491603000,CWIP-Other-Hydraulic Works
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491604000,CWIP-Other Civil Works
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491605000,CWIP-Other-Plant & machinery
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491605001,CWIP-Other-Plant & machinery CWIP GL
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491606000,"CWIP-Other-Lines, Cables & Networks etc."
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491607000,CWIP-Other-Vehicle
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491608000,CWIP-Other-Furniture & Fixture
14,Capital work -in Progress Accounts,,CWIP-Deposit Works,New,,1491609000,CWIP-Other-Office Equipments
Note: New GL codes have been allotted considering the investment profile effective under ERP scenario by canceling the all previously allotted account codes alloted for CWIP.,,,,,,,
15,Other Accounts for Assets at Construction stage,,Provision for IDC,New,,1500000000,Provision for IDC
15,Other Accounts for Assets at Construction stage,,Provision for IDC,New,,1500000001,Provision for IDC
15,Other Accounts for Assets at Construction stage,15.2,Revenue Expenses pending Allocation over Capital Works,15 208,Interest and Other Finance Charges,1520800000,IDC-Interest and Other Finance Charges
15,Other Accounts for Assets at Construction stage,15.2,Revenue Expenses pending Allocation over Capital Works,15 208,Interest and Other Finance Charges,1520800001,IDC-Interest and Other Finance Charges - GL
16,Assets not in use,16.1,Written Down Value of Obsolete/Scrapped Assets,16 101,Land & Land Rights,1610100000,Assets not in use - Land & Land Rights
16,Assets not in use,16.1,Written Down Value of Obsolete/Scrapped Assets,16 102,Buildings,1610200000,Assets not in use - Buildings
16,Assets not in use,16.1,Written Down Value of Obsolete/Scrapped Assets,16 104,Other Civil Works Plant & Machinery,1610400000,Assets not in use - Other Civil Works
16,Assets not in use,16.1,Written Down Value of Obsolete/Scrapped Assets,16 105,Plant & Machinery,1610500000,Assets not in use - Plant & Machinery(Other than Transformers)
16,Assets not in use,16.1,Written Down Value of Obsolete/Scrapped Assets,16 106,"Lines, Cables Networks etc.",1610600000,"Assets not in use - Lines, Cables Networks etc."
16,Assets not in use,16.1,Written Down Value of Obsolete/Scrapped Assets,16 107,Vehicles,1610700000,Assets not in use - Vehicles
16,Assets not in use,16.1,Written Down Value of Obsolete/Scrapped Assets,16 108,Furniture & Fixtures,1610800000,Assets not in use - Furniture & Fixtures
16,Assets not in use,16.1,Written Down Value of Obsolete/Scrapped Assets,16 109,Office Equipments,1610900000,Assets not in use - Office Equipments
16,Assets not in use,16.5,Written Down Value of Obsolete/Scrapped Assets - Transformers,16 541,Transformers 100KVA and above,1654100000,Assets not in use - Transformers 100KVA and above
16,Assets not in use,16.5,Written Down Value of Obsolete/Scrapped Assets - Transformers,16 542,Other Transformers,1654200000,Assets not in use - Other Transformers
17,Differed Costs,17.2,Deferred Revenue Expenditure,17 201,Premium on Leased Land,1720100000,Deffered Exp - Premium on Leased Land
17,Differed Costs,17.2,Deferred Revenue Expenditure,17 221,Compensation for premature takeover of licensees,1722100000,Deffered Exp - Compensation- prematuretakeover-licensees
17,Differed Costs,17.3,Expenditure on Survey/Feasibility Studies of Projects not yet sanctioned,17 3,Expenditure on Survey/Feasibility Studies of Projects not yet sanctioned,1730100000,Expnd.-Survey/FS-Project-not sanctioned
18,Intangible Assets,18.4,Theft of Fixed Assets pending Investigation,18 400,Theft of Fixed Assets pending Investigation,1840000000,Theft-Fixed Assets pending Investigation
18,Intangible Assets,18.5,Intangible Assets - Software,18 5,Intangible Assets - Software,1850100000,Intangible Assets - Software
18,Intangible Assets,18.5,Intangible Assets - Software,18 5,Intangible Assets - Software,1850100001,Intangible Assets - Software (FIGL)
18,Intangible Assets,18.9,Provision for Theft of Fixed Asset,18 900,INTANGIBLE ASSETS,1890000000,Provision for Theft of Fixed Asset
20,Investments,20.2,Investments other than Fund Investments,20 280,"Investments in form of fixed deposits with Banks, Companies etc.",2028000000,Invstmnts-FD with Banks- Companies
20,Investments,20.2,Investments other than Fund Investments,20 290,Other Investments,2029000000,Other Investments
22,Stock and Related Accounts,,,22 00,,2200000000,GR/IR Clearing Account
22,Stock and Related Accounts,22.2,Materials Purchase Accounts,22 20,Materials Purchase (Capital),2260100000,Materials Stock Accounts(Capital)
22,Stock and Related Accounts,22.2,Materials Purchase Accounts,22 22,Materials Purchase (O & M),2262100000,Materials Stock Accounts(O & M)
22,Stock and Related Accounts,22.3,Materials Issue Accounts,22 30,Materials Issued (Capital),2260100000,Materials Stock Accounts(Capital)
22,Stock and Related Accounts,22.3,Materials Issue Accounts,22 32,Materials Issued (O & M),2262100000,Materials Stock Accounts(O & M)
22,Stock and Related Accounts,22.3,Materials Issue Accounts,22 34,Materials Issued to Contractors,2234000000,Material Issue to Contractor
22,Stock and Related Accounts,22.3,Materials Issue Accounts,22 36,Materials Returned by Contractors,2260100000,Materials Stock Accounts(Capital)
22,Stock and Related Accounts,22.4,Materials Transfer Accounts,22 40,Materials Transfer Inwards,2260100000,Materials Stock Accounts(Capital)
22,Stock and Related Accounts,22.4,Materials Transfer Accounts,22 42,Materials Transfer Outwards,2260100000,Materials Stock Accounts(Capital)
22,Stock and Related Accounts,22.5,Materials Stock Adjustment Account,22 50,Materials Stock Adjustment Account (Capital),2260100000,Materials Stock Accounts(Capital)
22,Stock and Related Accounts,22.5,Materials Stock Adjustment Account,22 52,Materials Stock Adjustment Account (O & M),2262100000,Materials Stock Accounts(O & M)
22,Stock and Related Accounts,22.6,Materials Stock Account,22 60,Materials Stock Accounts(Capital),2260100000,Materials Stock Accounts(Capital)
22,Stock and Related Accounts,22.6,Materials Stock Account,New,,2260100001,Price Variance - Capital Supplies
22,Stock and Related Accounts,22.6,Materials Stock Account,New,,2260100002,Price Difference - Capital Supplies
22,Stock and Related Accounts,22.6,Materials Stock Account,New,,2260100011,Materials Stock Accounts(Capital)- GL
22,Stock and Related Accounts,22.6,Materials Stock Account,22 62,Materials Stock Accounts(O & M),2262100000,Materials Stock Accounts(O & M)
22,Stock and Related Accounts,22.6,Materials Stock Account,New,,2262100001,Price Variance - O&M Supplies
22,Stock and Related Accounts,22.6,Materials Stock Account,New,,2262100002,Price Difference - o&M
22,Stock and Related Accounts,22.6,Materials Stock Account,New,,2262100003,Fabricated Store (SFG) Account
22,Stock and Related Accounts,22.6,Materials Stock Account,New,,2262100004,Galvanized (FG) Account
22,Stock and Related Accounts,22.6,Materials Stock Account,New,,2262100011,Materials Stock Accounts(O & M)- GL
22,Stock and Related Accounts,22.6,Materials Stock Account,22 621,Steel,2262100000,Materials Stock Accounts(O & M)
22,Stock and Related Accounts,22.6,Materials Stock Account,22 660,Materials Pending Inspection(Capital),2266000000,Materials Pending Inspection(Capital)
22,Stock and Related Accounts,22.6,Materials Stock Account,22 670,Materials Pending Inspection(O & M),2267000000,Materials Pending Inspection(O & M)
22,Stock and Related Accounts,22.6,Materials Stock Account,22 680,Materials-in-Transit(Capital),2268000000,Materials-in-Transit(Capital)
22,Stock and Related Accounts,22.6,Materials Stock Account,22 690,Materials-in-Transit(O & M),2269000000,Materials-in-Transit(O & M)
22,Stock and Related Accounts,22.7,Other Materials Accounts,22 710,Workshop Suspense -Materials,2271000000,Workshop Suspense -Materials
22,Stock and Related Accounts,22.7,Other Materials Accounts,New,,2271000002,SFG Consumption Galvanized Store (SFG) Account
