Activity number,Material Group,Mat/Srv Group Desc.,Base Unit,Service Category,Service Category.1,Valuation Class,Val. Class Desc.,G/L Account,Service Short Text,Service Long Text,Deletion Indicator
900051,S0089,CIV. WORKS-GEN,M,Z025,CIVIL WORK SOR AS PER DSR,,,,EXTRA FOR D3-4.5M ORD. ROCK DIA300-600MM,"""EXTRA FOR EXCAVATING TRENCHES FOR PIPES, CABLES, ETC. IN ORDINARY/HARD ROCK EXCEEDING 3M IN DEPTH BUT NOT EXCEEDING 4.5 M. (RATE IS OVER CORRESPONDING BASIC ITEM FOR DEPTH UPTO 1. 5 METRE).ORDINARY ROCK :.PIPES, CABLES EXCEEDING 300 MM DIA BUT NOT EXCEEDING 600 MM DIA""",
900052,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLOSE TIMBERING DEPTH UPTO 1.5M,"CLOSE TIMBERING IN TRENCHES INCLUDING STRUTTING, SHORING AND PACKING CAVITIES (WHEREVER RE QUIRED) COMPLETE. (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED). DEPTH NOT EXCEEDIN G 1.5 M",
900053,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLOSE TIMBERING DEPTH 1.5-3M,"CLOSE TIMBERING IN TRENCHES INCLUDING STRUTTING, SHORING AND PACKING CAVITIES (WHEREVER RE QUIRED) COMPLETE. (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED). DEPTH EXCEEDING 1. 5 M BUT NOT EXCEEDING 3 M",
900054,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLOSE TIMBERING DEPTH 3-4.5M,"CLOSE TIMBERING IN TRENCHES INCLUDING STRUTTING, SHORING AND PACKING CAVITIES (WHEREVER RE QUIRED) COMPLETE. (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED). DEPTH EXCEEDING 3 M BUT NOT EXCEEDING 4.5 M",
900055,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLOSE TIMBERING IN SHAFT DEPTH UPTO 1.5M,"""CLOSE TIMBERING IN CASE OF SHAFTS, WELLS, CESSPITS, MANHOLES AND THE LIKE INCLUDING STRUT TING, SHORING AND PACKING CAVITIES (WHEREVER REQUIRED) ETC. COMPLETE. (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED)..DEPTH NOT EXCEEDING 1.5 M""",
900056,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLOSE TIMBERING IN SHAFT DEPTH 1.5-3M,"""CLOSE TIMBERING IN CASE OF SHAFTS, WELLS, CESSPITS, MANHOLES AND THE LIKE INCLUDING STRUT TING, SHORING AND PACKING CAVITIES (WHEREVER REQUIRED) ETC. COMPLETE. (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED)..DEPTH EXCEEDING 1.5 M BUT NOT EXCEEDING 3 M""",
900057,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLOSE TIMBERING IN SHAFT DEPTH 3-4.5M,"""CLOSE TIMBERING IN CASE OF SHAFTS, WELLS, CESSPITS, MANHOLES AND THE LIKE INCLUDING STRUT TING, SHORING AND PACKING CAVITIES (WHEREVER REQUIRED) ETC. COMPLETE. (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED)..DEPTH EXCEEDING 3 M BUT NOT EXCEEDING 4.5 M""",
900058,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLOSE TIMBERING OVER AREAS D UPTO 1.5M,"""CLOSE TIMBERING OVER AREAS INCLUDING STRUTTING, SHORING AND PACKING CAVITIES (WHEREVER RE QUIRED) ETC. COMPLETE. (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED):.DEPTH NOT EXC EEDING 1.5 M""",
900059,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLOSE TIMBERING OVER AREAS DEPTH 1.5-3M,"""CLOSE TIMBERING OVER AREAS INCLUDING STRUTTING, SHORING AND PACKING CAVITIES (WHEREVER RE QUIRED) ETC. COMPLETE. (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED):.DEPTH EXCEEDI NG 1.5 M BUT NOT EXCEEDING 3 M""",
900060,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLOSE TIMBERING OVER AREAS DEPTH 3-4.5M,"""CLOSE TIMBERING OVER AREAS INCLUDING STRUTTING, SHORING AND PACKING CAVITIES (WHEREVER RE QUIRED) ETC. COMPLETE. (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED):.DEPTH EXCEEDI NG 3 M BUT NOT EXCEEDING 4.5 M""",
900061,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,EXTRA FOR PLANKING IN CLOSE TIMBERING,"EXTRA FOR PLANKING, STRUTTING AND PACKING MATERIALS FOR CAVITIES (IN CLOSE TIMBERING) IF R EQUIRED TO BE LEFT PERMANENTLY IN POSITION. (FACE AREA OF TIMBER PERMANENTLY LEFT TO BE ME ASURED).",
900062,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,OPEN TIMBERING DEPTH UPTO 1.5M,"""OPEN TIMBERING IN TRENCHES INCLUDING STRUTTING AND SHORING COMPLETE (MEASUREMENTS TO BE T AKEN OF THE FACE AREA TIMBERED):.DEPTH NOT EXCEEDING 1.5 M""",
900063,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,OPEN TIMBERING DEPTH 1.5-3M,"""OPEN TIMBERING IN TRENCHES INCLUDING STRUTTING AND SHORING COMPLETE (MEASUREMENTS TO BE T AKEN OF THE FACE AREA TIMBERED):.DEPTH EXCEEDING 1.5 M BUT NOT EXCEEDING 3 M""",
900064,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,OPEN TIMBERING DEPTH 3-4.5M,"""OPEN TIMBERING IN TRENCHES INCLUDING STRUTTING AND SHORING COMPLETE (MEASUREMENTS TO BE T AKEN OF THE FACE AREA TIMBERED):.DEPTH EXCEEDING 3 M BUT NOT EXCEEDING 4.5 M""",
900065,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,OPEN TIMBERING IN SHAFT DEPTH UPTO 1.5M,"""OPEN TIMBERING IN CASE OF SHAFTS, WELLS, CESSPITS, MANHOLES AND THE LIKE INCLUDING STRUTT ING AND SHORING COMPLETE (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED):.DEPTH NOT E XCEEDING 1.5 M""",
900066,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,OPEN TIMBERING IN SHAFT DEPTH 1.5-3M,"""OPEN TIMBERING IN CASE OF SHAFTS, WELLS, CESSPITS, MANHOLES AND THE LIKE INCLUDING STRUTT ING AND SHORING COMPLETE (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED):.DEPTH EXCEE DING 1.5 M BUT NOT EXCEEDING 3 M""",
900067,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,OPEN TIMBERING IN SHAFT DEPTH 3-4.5M,"""OPEN TIMBERING IN CASE OF SHAFTS, WELLS, CESSPITS, MANHOLES AND THE LIKE INCLUDING STRUTT ING AND SHORING COMPLETE (MEASUREMENTS TO BE TAKEN OF THE FACE AREA TIMBERED):.DEPTH EXCEE DING 3 M BUT NOT EXCEEDING 4.5 M""",
900068,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,OPEN TIMBERING OVER AREAS D UPTO 1.5M,"""OPEN TIMBERING OVER AREAS INCLUDING STRUTTING, SHORING ETC. COMPLETE. (MEASUREMENTS TO BE  TAKEN OF THE FACE AREA TIMBERED):.DEPTH NOT EXCEEDING 1.5 M""",
900069,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,OPEN TIMBERING OVER AREAS DEPTH 1.5-3M,"""OPEN TIMBERING OVER AREAS INCLUDING STRUTTING, SHORING ETC. COMPLETE. (MEASUREMENTS TO BE  TAKEN OF THE FACE AREA TIMBERED):.DEPTH EXCEEDING 1.5 M BUT NOT EXCEEDING 3 M""",
900070,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,OPEN TIMBERING OVER AREAS DEPTH 3-4.5M,"""OPEN TIMBERING OVER AREAS INCLUDING STRUTTING, SHORING ETC. COMPLETE. (MEASUREMENTS TO BE  TAKEN OF THE FACE AREA TIMBERED):.DEPTH EXCEEDING 3 M BUT NOT EXCEEDING 4.5 M""",
900071,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,EXTRA FOR PLANKING IN OPEN TIMBERING,EXTRA FOR PLANKING AND STRUTTING IN OPEN TIMBERING IF REQUIRED TO BE LEFT PERMANENTLY IN P OSITION. (FACE AREA OF THE TIMBER PERMANENTLY LEFT TO BE MEASURED).,
900072,S0089,CIV. WORKS-GEN,M,Z025,CIVIL WORK SOR AS PER DSR,,,,EXTRA RATES FOR QUANTITIES UNDER WATER,"""EXTRA RATES FOR QUANTITIES OF WORKS, EXECUTED:.IN OR UNDER WATER AND/OR LIQUID MUD, INCLU DING PUMPING OUT WATER AS REQUIRED""",
900073,S0089,CIV. WORKS-GEN,M,Z025,CIVIL WORK SOR AS PER DSR,,,,EXTRA RATES IN FOUL POSITION,"""EXTRA RATES FOR QUANTITIES OF WORKS, EXECUTED:.IN OR UNDER FOUL POSITION, INCLUDING PUMPI NG OUT WATER AS REQUIRED""",
900074,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,FILLING AVAILABLE EXCAVATED EARTH,"FILLING AVAILABLE EXCAVATED EARTH (EXCLUDING ROCK) IN TRENCHES, PLINTH, SIDES OF FOUNDATIO NS ETC. IN LAYERS NOT EXCEEDING 20CM IN DEPTH, CONSOLIDATING EACH DEPOSITED LAYER BY RAMMI NG AND WATERING, LEAD UP TO 50 AND FOR ALL LIFT.",
900075,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,EXCAVATING AND FILLING OF LOCAL EARTH,"EXCAVATING, SUPPLYING, STACKING AND FILLING OF LOCAL EARTH (INCLUDING ROYALTY) BY MECHANIC AL TRANSPORT UPTO A LEAD OF 5KM ALSO INCLUDING RAMMING AND WATERING OF THE EARTH IN LAYERS  NOT EXCEEDING 20 CM IN FOUNDATION TRENCHES, PLINTH, SIDES OF FOUNDATION ETC. COMPLETE FOR  ALL LIFT.",
900076,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,EXTRA FOR EVERY ADD.LIFT OF 1.5M IN SOIL,"""EXTRA FOR EVERY ADDITIONAL LIFT OF 1.5 M OR PART THEREOF IN EXCAVATION / BANKING EXCAVATE D OR STACKED MATERIALS..ALL KINDS OF SOIL""",
900077,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,EXTRA FOR EVERY ADD.LIFT OF 1.5M IN ROCK,"""EXTRA FOR EVERY ADDITIONAL LIFT OF 1.5 M OR PART THEREOF IN EXCAVATION / BANKING EXCAVATE D OR STACKED MATERIALS..ORDINARY OR HARD ROCK""",
900078,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,SUPPLYING AND FILLING SAND UNDER FLOORS,"SUPPLYING AND FILLING IN PLINTH WITH SAND UNDER FLOORS, INCLUDING WATERING, RAMMING, CONSO LIDATING AND DRESSING COMPLETE.",
900079,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,SURFACE DRESSING OF GROUND IN ALL SOIL,"""SURFACE DRESSING OF THE GROUND INCLUDING REMOVING VEGETATION AND IN-EQUALITIES NOT EXCEED ING 15 CM DEEP AND DISPOSAL OF RUBBISH, LEAD UP TO 50 M AND LIFT UP TO 1.5 M..ALL KINDS OF  SOIL""",
900080,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,PLOUGHING THE EXISTING GROUND IN SOIL,"""PLOUGHING THE EXISTING GROUND TO A DEPTH OF 15 CM TO 25 CM AND WATERING THE SAME..ALL KIN DS OF SOIL""",
900081,S0089,CIV. WORKS-GEN,EA,Z025,CIVIL WORK SOR AS PER DSR,,,,EXCAVATING HOLES IN ALL SOIL,"""EXCAVATING HOLES MORE THAN 0.10 CUM & UPTO 0.5 CUM INCLUDING GETTING OUT THE EXCAVATED SO IL, THEN RETURNING THE SOIL AS REQUIRED IN LAYERS NOT EXCEEDING 20CM IN DEPTH, INCLUDING C ONSOLIDATING EACH DEPOSITED LAYER BY RAMMING, WATERING ETC, DISPOSING OF SURPLUS EXCAVATED  SOIL, AS DIRECTED WITHIN A LEAD OF 50 M AND LIFT UPTO 1.5 M..ALL KINDS OF SOIL""",
900082,S0089,CIV. WORKS-GEN,EA,Z025,CIVIL WORK SOR AS PER DSR,,,,EXCAVATING HOLES IN ORDINARY ROCK,"""EXCAVATING HOLES MORE THAN 0.10 CUM & UPTO 0.5 CUM INCLUDING GETTING OUT THE EXCAVATED SO IL, THEN RETURNING THE SOIL AS REQUIRED IN LAYERS NOT EXCEEDING 20CM IN DEPTH, INCLUDING C ONSOLIDATING EACH DEPOSITED LAYER BY RAMMING, WATERING ETC, DISPOSING OF SURPLUS EXCAVATED  SOIL, AS DIRECTED WITHIN A LEAD OF 50 M AND LIFT UPTO 1.5 M..ORDINARY ROCK""",
900083,S0089,CIV. WORKS-GEN,EA,Z025,CIVIL WORK SOR AS PER DSR,,,,EXCAVATING HOLES IN HARD ROCK BLASTING,"""EXCAVATING HOLES MORE THAN 0.10 CUM & UPTO 0.5 CUM INCLUDING GETTING OUT THE EXCAVATED SO IL, THEN RETURNING THE SOIL AS REQUIRED IN LAYERS NOT EXCEEDING 20CM IN DEPTH, INCLUDING C ONSOLIDATING EACH DEPOSITED LAYER BY RAMMING, WATERING ETC, DISPOSING OF SURPLUS EXCAVATED  SOIL, AS DIRECTED WITHIN A LEAD OF 50 M AND LIFT UPTO 1.5 M..HARD ROCK (REQUIRING BLASTIN G)""",
900084,S0089,CIV. WORKS-GEN,EA,Z025,CIVIL WORK SOR AS PER DSR,,,,EXCAVATING HOLES IN HARD ROCK W/O BLAST,"""EXCAVATING HOLES MORE THAN 0.10 CUM & UPTO 0.5 CUM INCLUDING GETTING OUT THE EXCAVATED SO IL, THEN RETURNING THE SOIL AS REQUIRED IN LAYERS NOT EXCEEDING 20CM IN DEPTH, INCLUDING C ONSOLIDATING EACH DEPOSITED LAYER BY RAMMING, WATERING ETC, DISPOSING OF SURPLUS EXCAVATED  SOIL, AS DIRECTED WITHIN A LEAD OF 50 M AND LIFT UPTO 1.5 M..HARD ROCK (BLASTING PROHIBIT ED)""",
900085,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLEARING JUNGLE,"CLEARING JUNGLE INCLUDING UPROOTING OF RANK VEGETATION, GRASS, BRUSH WOOD, TREES AND SAPLI NGS OF GIRTH UP TO 30 CM MEASURED AT A HEIGHT OF 1 M ABOVE GROUND LEVEL AND REMOVAL OF RUB BISH UP TO A DISTANCE OF 50 M OUTSIDE THE PERIPHERY OF THE AREA CLEARED.",
900086,S0089,CIV. WORKS-GEN,M2,Z025,CIVIL WORK SOR AS PER DSR,,,,CLEARING GRASS,CLEARING GRASS AND REMOVAL OF THE RUBBISH UP TO A DISTANCE OF 50 M OUTSIDE THE PERIPHERY O F THE AREA CLEARED.,
900087,S0089,CIV. WORKS-GEN,EA,Z025,CIVIL WORK SOR AS PER DSR,,,,FELLING TREES 30-60 CM GIRTH,"""FELLING TREES OF THE GIRTH (MEASURED AT A HEIGHT OF 1 M ABOVE GROUND LEVEL), INCLUDING CU TTING OF TRUNKS AND BRANCHES, REMOVING THE ROOTS AND STACKING OF SERVICEABLE MATERIAL AND DISPOSAL OF UNSERVICEABLE MATERIAL..BEYOND 30 CM GIRTH UPTO AND INCLUDING 60 CM GIRTH""",
900088,S0089,CIV. WORKS-GEN,EA,Z025,CIVIL WORK SOR AS PER DSR,,,,FELLING TREES 60-120 CM GIRTH,"""FELLING TREES OF THE GIRTH (MEASURED AT A HEIGHT OF 1 M ABOVE GROUND LEVEL), INCLUDING CU TTING OF TRUNKS AND BRANCHES, REMOVING THE ROOTS AND STACKING OF SERVICEABLE MATERIAL AND DISPOSAL OF UNSERVICEABLE MATERIAL..BEYOND 60 CM GIRTH UPTO AND INCLUDING 120 CM GIRTH""",
900089,S0089,CIV. WORKS-GEN,EA,Z025,CIVIL WORK SOR AS PER DSR,,,,FELLING TREES 120-240 CM GIRTH,"""FELLING TREES OF THE GIRTH (MEASURED AT A HEIGHT OF 1 M ABOVE GROUND LEVEL), INCLUDING CU TTING OF TRUNKS AND BRANCHES, REMOVING THE ROOTS AND STACKING OF SERVICEABLE MATERIAL AND DISPOSAL OF UNSERVICEABLE MATERIAL..BEYOND 120 CM GIRTH UPTO AND INCLUDING 240 CM GIRTH""",
900090,S0089,CIV. WORKS-GEN,EA,Z025,CIVIL WORK SOR AS PER DSR,,,,FELLING TREES ABOVE 240 CM GIRTH,"""FELLING TREES OF THE GIRTH (MEASURED AT A HEIGHT OF 1 M ABOVE GROUND LEVEL), INCLUDING CU TTING OF TRUNKS AND BRANCHES, REMOVING THE ROOTS AND STACKING OF SERVICEABLE MATERIAL AND DISPOSAL OF UNSERVICEABLE MATERIAL..ABOVE 240 CM GIRTH""",
900091,S0089,CIV. WORKS-GEN,L,Z025,CIVIL WORK SOR AS PER DSR,,,,SUPPLYING CHEMICAL EMULSION,"""SUPPLYING CHEMICAL EMULSION IN SEALED CONTAINERS INCLUDING DELIVERY AS SPECIFIED..CHLORPY RIPHOS/ LINDANE EMULSIFIABLE CONCENTRATE OF 20%""",
900092,S0089,CIV. WORKS-GEN,M,Z025,CIVIL WORK SOR AS PER DSR,,,,DILUTING CHEMICAL EMULSION  @7.5L/M2,"""DILUTING AND INJECTING CHEMICAL EMULSION FOR POST-CONSTRUCTIONAL ANTI-TERMITE TREATMENT ( EXCLUDING THE COST OF CHEMICAL EMULSION) :.ALONG EXTERNAL WALL WHERE THE APRON IS NOT PROV IDED USING CHEMICAL EMULSION @ 7.5 LITRES / SQM OF THE VERTICAL SURFACE OF THE SUBSTRUCTUR E TO A DEPTH OF 300MM INCLUDING EXCAVATION CHANNEL ALONG THE WALL & RODDING ETC. COMPLETE: .WITH CHLORPYRIPHOS/ LINDANE E.C. 20% WITH 1% CONCENTRATION""",
900093,S0089,CIV. WORKS-GEN,M,Z025,CIVIL WORK SOR AS PER DSR,,,,DILUTING CHEMICAL EMULSION @2.25L/M,"""DILUTING AND INJECTING CHEMICAL EMULSION FOR POST-CONSTRUCTIONAL ANTI-TERMITE TREATMENT ( EXCLUDING THE COST OF CHEMICAL EMULSION) :.ALONG THE EXTERNAL WALL BELOW CONCRETE OR MASON RY APRON USING CHEMICAL EMULSION @ 2.25 LITRES PER LINEAR METRE INCLUDING DRILLING AND PLU GGING HOLES ETC.:.WITH CHLORPYRIPHOS/ LINDANE E.C. 20% WITH 1% CONCENTRATION""",
900094,S0089,CIV. WORKS-GEN,M,Z025,CIVIL WORK SOR AS PER DSR,,,,DILUTING CHEMICAL EMULSION @1L/HOLE,"""DILUTING AND INJECTING CHEMICAL EMULSION FOR POST-CONSTRUCTIONAL ANTI-TERMITE TREATMENT ( EXCLUDING THE COST OF CHEMICAL EMULSION) :.TREATMENT OF SOIL UNDER EXISTING FLOORS USING C HEMICAL EMULSION @ ONE LITRE PER HOLE, 300 MM APART INCLUDING DRILLING 12 MM DIAMETER HOLE S AND PLUGGING WITH CEMENT MORTAR 1 :2 (1 CEMENT : 2 COARSE SAND) TO MATCH THE EXISTING FL OOR:.WITH CHLORPYRIPHOS/ LINDANE E.C. 20% WITH 1% CONCENTRATION""",
900095,S0089,CIV. WORKS-GEN,M,Z025,CIVIL WORK SOR AS PER DSR,,,,DILUTING CHEM. EMULSION MASONRY@1L/HOLE,"""DILUTING AND INJECTING CHEMICAL EMULSION FOR POST-CONSTRUCTIONAL ANTI-TERMITE TREATMENT ( EXCLUDING THE COST OF CHEMICAL EMULSION) :.TREATMENT OF EXISTING MASONRY USING CHEMICAL EM ULSION @ ONE LITRE PER HOLE AT 300 MM INTERVAL INCLUDING DRILLING HOLES AT 45 DEGREE AND P LUGGING THEM WITH CEMENT MORTAR 1:2 (1 CEMENT : 2 COARSE SAND) TO THE FULL DEPTH OF THE HO LE :.WITH CHLORPYRIPHOS/ LINDANE E.C. 20% WITH 1% CONCENTRATION""",
900096,S0089,CIV. WORKS-GEN,M,Z025,CIVIL WORK SOR AS PER DSR,,,,DILUTING CHEM. EMULSION WOOD@0.5L/HOLE,"""DILUTING AND INJECTING CHEMICAL EMULSION FOR POST-CONSTRUCTIONAL ANTI-TERMITE TREATMENT ( EXCLUDING THE COST OF CHEMICAL EMULSION) :.TREATMENT AT POINTS OF CONTACT OF WOOD WORK BY CHEMICAL EMULSION CHLORPYRIPHOS/ LINDANE (IN OIL OR KEROSENE BASED SOLUTION) @ 0.5 LITRES PER HOLE BY DRILLING 6 MM DIA HOLES AT DOWNWARD ANGLE OF 45 DEGREE AT 150 MM CENTRE TO CEN TRE AND SEALING THE SAME..WITH CHLORPYRIPHOS/ LINDANE E.C. 20% WITH 1% CONCENTRATION""",
900097,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,EXTRA FOR LEVELLING & NEATLY DRESSING,EXTRA FOR LEVELLING & NEATLY DRESSING OF DISPOSED SOIL COMPLETELY AS DIRECTED BY ENGINEER- IN-CHARGE.,
900098,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,SUPPLY AND STACKING OF FLY ASH,"SUPPLY AND STACKING OF FLY ASH CONFORMING TO IRC- 58 AT SITE, INCLUDING CARRIAGE, LOADING , UNLOADING & STACKING UP TO ANY LEAD (MEASURED STACKS WILL BE REDUCED BY 20% FOR PAYMENT) .",
900099,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,FILLING WITH AVAILABLE FLY ASH AND EARTH,"FILLING WITH AVAILABLE FLY ASH AND EARTH (EXCLUDING ROCK) IN TRENCHES OR EMBANKMENT IN LAY ERS (EACH LAYER SHOULD NOT EXCEED 15 CM), WITH INTERMEDIATE LAYER OF COMPACTED EARTH (SOIL  DENSITY OF 98%) AFTER EVERY FOUR LAYERS OF COMPACTED DEPTH OF FLY ASH, SIDES & TOP LAYER OF FILLING SHALL BE DONE WITH EARTH HAVING TOTAL MINIMUM COMPACTED THICKNESS 30 CM OR AS D ECIDED BY ENGINEER -IN-CHARGE, INCLUDING COMPACTING EACH LAYER BY ROLLING/ RAMMING AND WAT ERING, ALL COMPLETE AS PER DRAWING AND DIRECTION OF ENGINEER -IN - CHARGE.",
900100,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:1 WITH FINE SAND,CEMENT MORTAR 1:1 (1 CEMENT : 1 FINE SAND),
900101,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:2  WITH FINE SAND,CEMENT MORTAR 1:2 (1 CEMENT : 2 FINE SAND).,
900102,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,, CEMENT MORTAR 1:3  WITH FINE SAND,CEMENT MORTAR 1:3 (1 CEMENT : 3 FINE SAND).,
900103,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:4  WITH FINE SAND,CEMENT MORTAR 1:4 (1 CEMENT : 4 FINE SAND).,
900104,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:5  WITH FINE SAND,CEMENT MORTAR 1:5 (1 CEMENT : 5 FINE SAND).,
900105,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:6,CEMENT MORTAR 1:6 (1 CEMENT : 6 FINE SAND).,
900106,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:2 WITH COARSE SAND,CEMENT MORTAR 1:2 (1 CEMENT : 2 COARSE SAND).,
900107,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:3 WITH COARSE SAND,CEMENT MORTAR 1:3 (1 CEMENT : 3 COARSE SAND).,
900108,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:4 WITH COARSE SAND,CEMENT MORTAR 1:4 (1 CEMENT : 4 COARSE SAND).,
900109,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:5 WITH COARSE SAND,CEMENT MORTAR 1:5 (1 CEMENT : 5 COARSE SAND).,
900110,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:6  WITH COARSE SAND,CEMENT MORTAR 1:6 (1 CEMENT : 6 COARSE SAND).,
900111,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:2  WITH STONE DUST,CEMENT MORTAR 1:2 (1 CEMENT : 2 STONE DUST).,
900112,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:2 WITH MARBLE DUST,CEMENT MORTAR 1:2 (1 CEMENT : 2 MARBLE DUST).,
900113,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,CEMENT MORTAR 1:5  WITH MARBLE DUST,CEMENT MORTAR 1:5 (1 CEMENT : 5 MARBLE DUST).,
900114,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,WHITE CEMENT MORTAR 1:2 WITH MARBLE DUST,WHITE CEMENT MORTAR 1:2 (1 WHITE CEMENT : 2 MARBLE DUST).,
900115,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,WHITE CEMENT MORTAR 1:3 WITH MARBLE DUST,WHITE CEMENT MORTAR 1:3 (1 WHITE CEMENT : 3 MARBLE DUST).,
900116,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,WHITE CEMENT MORTAR 1:5 WITH MARBLE DUST,WHITE CEMENT MORTAR 1:5 (1 WHITE CEMENT : 5 MARBLE DUST).,
900117,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,MUD MORTAR,MUD MORTAR,
900118,S0089,CIV. WORKS-GEN,M3,Z025,CIVIL WORK SOR AS PER DSR,,,,"MORTAR IN LIME, SURKHI","MORTAR IN LIME, SURKHI (50% RED AND 50% LIGHT YELLOW) AND MARBLE DUST 1:1.5:0.5",
